target_item_id,source_id,method,confidence
minecraft:lime_concrete_powder,minecraft:lime_concrete_powder,identity,high
minecraft:lime_dye,minecraft:lime_dye,identity,high
minecraft:lime_glazed_terracotta,minecraft:lime_glazed_terracotta,identity,high
minecraft:lime_harness,minecraft:lime_harness,identity,high
minecraft:lime_shulker_box,minecraft:lime_shulker_box,identity,high
minecraft:lime_stained_glass,minecraft:lime_stained_glass,identity,high
minecraft:lime_stained_glass_pane,minecraft:lime_stained_glass_pane,identity,high
minecraft:lime_terracotta,minecraft:lime_terracotta,identity,high
minecraft:lime_wool,minecraft:lime_wool,identity,high
minecraft:lingering_potion,minecraft:lingering_potion,identity,high
minecraft:llama_spawn_egg,minecraft:llama_spawn_egg,identity,high
minecraft:lodestone,minecraft:chiseled_stone_bricks,auto,medium
minecraft:lodestone,minecraft:lodestone,identity,high
minecraft:loom,minecraft:loom,identity,high
minecraft:mace,minecraft:mace,identity,high
minecraft:magenta_banner,minecraft:magenta_banner,identity,high
minecraft:magenta_banner,minecraft:magenta_wool,auto,medium
minecraft:magenta_bed,minecraft:magenta_bed,identity,high
minecraft:magenta_bundle,minecraft:magenta_bundle,identity,high
minecraft:magenta_candle,minecraft:magenta_candle,identity,high
minecraft:magenta_carpet,minecraft:magenta_carpet,identity,high
minecraft:magenta_concrete,minecraft:magenta_concrete,identity,high
minecraft:magenta_concrete_powder,minecraft:magenta_concrete_powder,identity,high
minecraft:magenta_dye,minecraft:magenta_dye,identity,high
minecraft:magenta_glazed_terracotta,minecraft:magenta_glazed_terracotta,identity,high
minecraft:magenta_harness,minecraft:magenta_harness,identity,high
minecraft:magenta_shulker_box,minecraft:magenta_shulker_box,identity,high
minecraft:magenta_stained_glass,minecraft:magenta_stained_glass,identity,high
minecraft:magenta_stained_glass_pane,minecraft:magenta_stained_glass_pane,identity,high
minecraft:magenta_terracotta,minecraft:magenta_terracotta,identity,high
minecraft:magenta_wool,minecraft:magenta_wool,identity,high
minecraft:magma_block,minecraft:magma_block,identity,high
minecraft:magma_cream,minecraft:magma_cream,identity,high
minecraft:magma_cube_spawn_egg,minecraft:magma_cube_spawn_egg,identity,high
minecraft:mangrove_boat,minecraft:mangrove_boat,identity,high
minecraft:mangrove_button,minecraft:mangrove_button,identity,high
minecraft:mangrove_chest_boat,minecraft:mangrove_boat,auto,medium
minecraft:mangrove_chest_boat,minecraft:mangrove_chest_boat,identity,high
minecraft:mangrove_door,minecraft:mangrove_door,identity,high
minecraft:mangrove_fence,minecraft:mangrove_fence,identity,high
minecraft:mangrove_fence,minecraft:mangrove_planks,auto,medium
minecraft:mangrove_fence_gate,minecraft:mangrove_fence_gate,identity,high
minecraft:mangrove_fence_gate,minecraft:mangrove_planks,auto,medium
minecraft:mangrove_hanging_sign,minecraft:mangrove_hanging_sign,identity,high
minecraft:mangrove_leaves,minecraft:mangrove_leaves,identity,high
minecraft:mangrove_log,minecraft:mangrove_log,identity,high
minecraft:mangrove_planks,minecraft:acacia_log,auto,medium
minecraft:mangrove_planks,minecraft:birch_log,auto,medium
minecraft:mangrove_planks,minecraft:cherry_log,auto,medium
minecraft:mangrove_planks,minecraft:dark_oak_log,auto,medium
minecraft:mangrove_planks,minecraft:jungle_log,auto,medium
minecraft:mangrove_planks,minecraft:mangrove_log,auto,medium
minecraft:mangrove_planks,minecraft:mangrove_planks,identity,high
minecraft:mangrove_planks,minecraft:oak_log,auto,medium
minecraft:mangrove_planks,minecraft:spruce_log,auto,medium
minecraft:mangrove_pressure_plate,minecraft:mangrove_pressure_plate,identity,high
minecraft:mangrove_propagule,minecraft:mangrove_propagule,identity,high
minecraft:mangrove_roots,minecraft:mangrove_roots,identity,high
minecraft:mangrove_shelf,minecraft:mangrove_shelf,identity,high
minecraft:mangrove_sign,minecraft:mangrove_planks,auto,medium
minecraft:mangrove_sign,minecraft:mangrove_sign,identity,high
minecraft:mangrove_slab,minecraft:mangrove_slab,identity,high
minecraft:mangrove_stairs,minecraft:mangrove_stairs,identity,high
minecraft:mangrove_trapdoor,minecraft:mangrove_trapdoor,identity,high
minecraft:mangrove_wood,minecraft:mangrove_wood,identity,high
minecraft:map,minecraft:map,identity,high
minecraft:medium_amethyst_bud,minecraft:medium_amethyst_bud,identity,high
minecraft:melon,minecraft:melon,identity,high
minecraft:melon_seeds,minecraft:melon_seeds,identity,high
minecraft:melon_slice,minecraft:melon,auto,medium
minecraft:melon_slice,minecraft:melon_slice,identity,high
minecraft:milk_bucket,minecraft:milk_bucket,identity,high
minecraft:minecart,minecraft:minecart,identity,high
minecraft:miner_pottery_sherd,minecraft:miner_pottery_sherd,identity,high
minecraft:mojang_banner_pattern,minecraft:mojang_banner_pattern,identity,high
minecraft:mooshroom_spawn_egg,minecraft:mooshroom_spawn_egg,identity,high
minecraft:moss_block,minecraft:moss_block,identity,high
minecraft:moss_carpet,minecraft:moss_carpet,identity,high
minecraft:mossy_cobblestone,minecraft:moss_block,auto,medium
minecraft:mossy_cobblestone,minecraft:mossy_cobblestone,identity,high
minecraft:mossy_cobblestone,minecraft:vine,auto,medium
minecraft:mossy_cobblestone_slab,minecraft:mossy_cobblestone_slab,identity,high
minecraft:mossy_cobblestone_stairs,minecraft:mossy_cobblestone_stairs,identity,high
minecraft:mossy_cobblestone_wall,minecraft:mossy_cobblestone_wall,identity,high
minecraft:mossy_stone_brick_slab,minecraft:mossy_stone_brick_slab,identity,high
minecraft:mossy_stone_brick_stairs,minecraft:mossy_stone_brick_stairs,identity,high
minecraft:mossy_stone_brick_wall,minecraft:mossy_stone_brick_wall,identity,high
minecraft:mossy_stone_bricks,minecraft:mossy_stone_bricks,identity,high
minecraft:mourner_pottery_sherd,minecraft:mourner_pottery_sherd,identity,high
minecraft:mud,minecraft:mud,identity,high
minecraft:mud_brick_slab,minecraft:mud_brick_slab,identity,high
minecraft:mud_brick_stairs,minecraft:mud_brick_stairs,identity,high
minecraft:mud_brick_wall,minecraft:mud_brick_wall,identity,high
minecraft:mud_bricks,minecraft:mud_bricks,identity,high
minecraft:muddy_mangrove_roots,minecraft:muddy_mangrove_roots,identity,high
minecraft:mule_spawn_egg,minecraft:mule_spawn_egg,identity,high
minecraft:mushroom_stem,minecraft:mushroom_stem,identity,high
minecraft:mushroom_stew,minecraft:mushroom_stew,identity,high
minecraft:music_disc_11,minecraft:music_disc_11,identity,high
minecraft:music_disc_13,minecraft:music_disc_13,identity,high
minecraft:music_disc_5,minecraft:music_disc_5,identity,high
minecraft:music_disc_blocks,minecraft:music_disc_blocks,identity,high
minecraft:music_disc_cat,minecraft:music_disc_cat,identity,high
minecraft:music_disc_chirp,minecraft:music_disc_chirp,identity,high
minecraft:music_disc_creator,minecraft:music_disc_creator,identity,high
minecraft:music_disc_creator_music_box,minecraft:music_disc_creator_music_box,identity,high
minecraft:music_disc_far,minecraft:music_disc_far,identity,high
minecraft:music_disc_lava_chicken,minecraft:music_disc_lava_chicken,identity,high
minecraft:music_disc_mall,minecraft:music_disc_mall,identity,high
minecraft:music_disc_mellohi,minecraft:music_disc_mellohi,identity,high
minecraft:music_disc_otherside,minecraft:music_disc_otherside,identity,high
minecraft:music_disc_pigstep,minecraft:music_disc_pigstep,identity,high
minecraft:music_disc_precipice,minecraft:music_disc_precipice,identity,high
minecraft:music_disc_relic,minecraft:music_disc_relic,identity,high
minecraft:music_disc_stal,minecraft:music_disc_stal,identity,high
minecraft:music_disc_strad,minecraft:music_disc_strad,identity,high
minecraft:music_disc_tears,minecraft:music_disc_tears,identity,high
minecraft:music_disc_wait,minecraft:music_disc_wait,identity,high
minecraft:music_disc_ward,minecraft:music_disc_ward,identity,high
minecraft:mutton,minecraft:mutton,identity,high
minecraft:mycelium,minecraft:mycelium,identity,high
minecraft:name_tag,minecraft:name_tag,identity,high
minecraft:nautilus_shell,minecraft:nautilus_shell,identity,high
minecraft:nautilus_spawn_egg,minecraft:nautilus_spawn_egg,identity,high
minecraft:nether_brick,minecraft:nether_brick,identity,high
minecraft:nether_brick_fence,minecraft:nether_brick_fence,identity,high
minecraft:nether_brick_slab,minecraft:nether_brick_slab,identity,high
minecraft:nether_brick_stairs,minecraft:nether_brick_stairs,identity,high
minecraft:nether_brick_wall,minecraft:nether_brick_wall,identity,high
minecraft:nether_bricks,minecraft:nether_bricks,identity,high
minecraft:nether_gold_ore,minecraft:nether_gold_ore,identity,high
minecraft:nether_quartz_ore,minecraft:nether_quartz_ore,identity,high
minecraft:nether_sprouts,minecraft:nether_sprouts,identity,high
minecraft:nether_star,minecraft:nether_star,identity,high
minecraft:nether_wart,minecraft:nether_wart,identity,high
minecraft:nether_wart_block,minecraft:nether_wart_block,identity,high
minecraft:netherite_axe,minecraft:netherite_axe,identity,high
minecraft:netherite_block,minecraft:netherite_block,identity,high
minecraft:netherite_boots,minecraft:netherite_boots,identity,high
minecraft:netherite_chestplate,minecraft:netherite_chestplate,identity,high
minecraft:netherite_helmet,minecraft:netherite_helmet,identity,high
minecraft:netherite_hoe,minecraft:netherite_hoe,identity,high
minecraft:netherite_horse_armor,minecraft:netherite_horse_armor,identity,high
minecraft:netherite_ingot,minecraft:netherite_ingot,identity,high
minecraft:netherite_ingot,minecraft:netherite_scrap,auto,medium
minecraft:netherite_leggings,minecraft:netherite_leggings,identity,high
minecraft:netherite_nautilus_armor,minecraft:netherite_nautilus_armor,identity,high
minecraft:netherite_pickaxe,minecraft:netherite_pickaxe,identity,high
minecraft:netherite_scrap,minecraft:ancient_debris,auto,medium
minecraft:netherite_scrap,minecraft:netherite_scrap,identity,high
minecraft:netherite_shovel,minecraft:netherite_shovel,identity,high
minecraft:netherite_spear,minecraft:netherite_spear,identity,high
minecraft:netherite_sword,minecraft:netherite_sword,identity,high
minecraft:netherite_upgrade_smithing_template,minecraft:netherite_upgrade_smithing_template,identity,high
minecraft:netherite_upgrade_smithing_template,minecraft:netherrack,auto,medium
minecraft:netherrack,minecraft:netherrack,identity,high
minecraft:note_block,minecraft:note_block,identity,high
minecraft:oak_boat,minecraft:oak_boat,identity,high
minecraft:oak_button,minecraft:oak_button,identity,high
minecraft:oak_chest_boat,minecraft:oak_boat,auto,medium
minecraft:oak_chest_boat,minecraft:oak_chest_boat,identity,high
minecraft:oak_door,minecraft:oak_door,identity,high
minecraft:oak_fence,minecraft:oak_fence,identity,high
minecraft:oak_fence,minecraft:oak_planks,auto,medium
minecraft:oak_fence_gate,minecraft:oak_fence_gate,identity,high
minecraft:oak_fence_gate,minecraft:oak_planks,auto,medium
minecraft:oak_hanging_sign,minecraft:oak_hanging_sign,identity,high
minecraft:oak_leaves,minecraft:oak_leaves,identity,high
minecraft:oak_log,minecraft:oak_log,identity,high
minecraft:oak_planks,minecraft:acacia_log,auto,medium
minecraft:oak_planks,minecraft:birch_log,auto,medium
minecraft:oak_planks,minecraft:cherry_log,auto,medium
minecraft:oak_planks,minecraft:dark_oak_log,auto,medium
minecraft:oak_planks,minecraft:jungle_log,auto,medium
minecraft:oak_planks,minecraft:mangrove_log,auto,medium
minecraft:oak_planks,minecraft:oak_log,auto,medium
minecraft:oak_planks,minecraft:oak_planks,identity,high
minecraft:oak_planks,minecraft:spruce_log,auto,medium
minecraft:oak_pressure_plate,minecraft:oak_pressure_plate,identity,high
minecraft:oak_sapling,minecraft:oak_leaves,auto,medium
minecraft:oak_sapling,minecraft:oak_sapling,identity,high
minecraft:oak_shelf,minecraft:oak_shelf,identity,high
minecraft:oak_sign,minecraft:oak_planks,auto,medium
minecraft:oak_sign,minecraft:oak_sign,identity,high
minecraft:oak_slab,minecraft:oak_slab,identity,high
minecraft:oak_stairs,minecraft:oak_stairs,identity,high
minecraft:oak_trapdoor,minecraft:oak_trapdoor,identity,high
minecraft:oak_wood,minecraft:oak_wood,identity,high
minecraft:observer,minecraft:observer,identity,high
minecraft:observer,minecraft:quartz,auto,medium
minecraft:observer,minecraft:redstone,auto,medium
minecraft:obsidian,minecraft:obsidian,identity,high
minecraft:ocelot_spawn_egg,minecraft:ocelot_spawn_egg,identity,high
minecraft:ochre_froglight,minecraft:ochre_froglight,identity,high
minecraft:ominous_bottle,minecraft:ominous_bottle,identity,high
minecraft:ominous_trial_key,minecraft:ominous_trial_key,identity,high
minecraft:open_eyeblossom,minecraft:open_eyeblossom,identity,high
minecraft:orange_banner,minecraft:orange_banner,identity,high
minecraft:orange_banner,minecraft:orange_wool,auto,medium
minecraft:orange_bed,minecraft:orange_bed,identity,high
minecraft:orange_bundle,minecraft:orange_bundle,identity,high
minecraft:orange_candle,minecraft:orange_candle,identity,high
minecraft:orange_carpet,minecraft:orange_carpet,identity,high
minecraft:orange_concrete,minecraft:orange_concrete,identity,high
minecraft:orange_concrete_powder,minecraft:orange_concrete_powder,identity,high
minecraft:orange_dye,minecraft:orange_dye,identity,high
minecraft:orange_glazed_terracotta,minecraft:orange_glazed_terracotta,identity,high
minecraft:orange_harness,minecraft:orange_harness,identity,high
minecraft:orange_shulker_box,minecraft:orange_shulker_box,identity,high
minecraft:orange_stained_glass,minecraft:orange_stained_glass,identity,high
minecraft:orange_stained_glass_pane,minecraft:orange_stained_glass_pane,identity,high
minecraft:orange_terracotta,minecraft:orange_terracotta,identity,high
minecraft:orange_tulip,minecraft:orange_tulip,identity,high
minecraft:orange_wool,minecraft:orange_wool,identity,high
minecraft:oxeye_daisy,minecraft:oxeye_daisy,identity,high
minecraft:oxidized_chiseled_copper,minecraft:oxidized_chiseled_copper,identity,high
minecraft:oxidized_copper,minecraft:oxidized_copper,identity,high
minecraft:oxidized_copper_bulb,minecraft:oxidized_copper_bulb,identity,high
minecraft:oxidized_copper_chest,minecraft:oxidized_copper_chest,identity,high
minecraft:oxidized_copper_door,minecraft:oxidized_copper_door,identity,high
minecraft:oxidized_copper_golem_statue,minecraft:oxidized_copper_golem_statue,identity,high
minecraft:oxidized_copper_grate,minecraft:oxidized_copper_grate,identity,high
minecraft:oxidized_copper_trapdoor,minecraft:oxidized_copper_trapdoor,identity,high
minecraft:oxidized_cut_copper,minecraft:oxidized_cut_copper,identity,high
minecraft:oxidized_cut_copper_slab,minecraft:oxidized_cut_copper_slab,identity,high
minecraft:oxidized_cut_copper_stairs,minecraft:oxidized_cut_copper_stairs,identity,high
minecraft:oxidized_lightning_rod,minecraft:oxidized_lightning_rod,identity,high
minecraft:packed_ice,minecraft:packed_ice,identity,high
minecraft:packed_mud,minecraft:packed_mud,identity,high
minecraft:painting,minecraft:painting,identity,high
minecraft:pale_hanging_moss,minecraft:pale_hanging_moss,identity,high
minecraft:pale_moss_block,minecraft:pale_moss_block,identity,high
minecraft:pale_moss_carpet,minecraft:pale_moss_carpet,identity,high
minecraft:pale_oak_boat,minecraft:pale_oak_boat,identity,high
minecraft:pale_oak_button,minecraft:pale_oak_button,identity,high
minecraft:pale_oak_chest_boat,minecraft:pale_oak_boat,auto,medium
minecraft:pale_oak_chest_boat,minecraft:pale_oak_chest_boat,identity,high
minecraft:pale_oak_door,minecraft:pale_oak_door,identity,high
minecraft:pale_oak_fence,minecraft:pale_oak_fence,identity,high
minecraft:pale_oak_fence,minecraft:pale_oak_planks,auto,medium
minecraft:pale_oak_fence_gate,minecraft:pale_oak_fence_gate,identity,high
minecraft:pale_oak_fence_gate,minecraft:pale_oak_planks,auto,medium
minecraft:pale_oak_hanging_sign,minecraft:pale_oak_hanging_sign,identity,high
minecraft:pale_oak_leaves,minecraft:pale_oak_leaves,identity,high
minecraft:pale_oak_log,minecraft:pale_oak_log,identity,high
minecraft:pale_oak_planks,minecraft:pale_oak_planks,identity,high
minecraft:pale_oak_pressure_plate,minecraft:pale_oak_pressure_plate,identity,high
minecraft:pale_oak_sapling,minecraft:pale_oak_leaves,auto,medium
minecraft:pale_oak_sapling,minecraft:pale_oak_sapling,identity,high
minecraft:pale_oak_shelf,minecraft:pale_oak_shelf,identity,high
minecraft:pale_oak_sign,minecraft:pale_oak_planks,auto,medium
minecraft:pale_oak_sign,minecraft:pale_oak_sign,identity,high
minecraft:pale_oak_slab,minecraft:pale_oak_slab,identity,high
minecraft:pale_oak_stairs,minecraft:pale_oak_stairs,identity,high
minecraft:pale_oak_trapdoor,minecraft:pale_oak_trapdoor,identity,high
minecraft:pale_oak_wood,minecraft:pale_oak_wood,identity,high
minecraft:panda_spawn_egg,minecraft:panda_spawn_egg,identity,high
minecraft:paper,minecraft:paper,identity,high
minecraft:parched_spawn_egg,minecraft:parched_spawn_egg,identity,high
minecraft:parrot_spawn_egg,minecraft:parrot_spawn_egg,identity,high
minecraft:pearlescent_froglight,minecraft:pearlescent_froglight,identity,high
minecraft:peony,minecraft:peony,identity,high
minecraft:petrified_oak_slab,minecraft:petrified_oak_slab,identity,high
minecraft:phantom_membrane,minecraft:phantom_membrane,identity,high
minecraft:phantom_spawn_egg,minecraft:phantom_spawn_egg,identity,high
minecraft:pig_spawn_egg,minecraft:pig_spawn_egg,identity,high
minecraft:piglin_banner_pattern,minecraft:piglin_banner_pattern,identity,high
minecraft:piglin_brute_spawn_egg,minecraft:piglin_brute_spawn_egg,identity,high
minecraft:piglin_head,minecraft:piglin_head,identity,high
minecraft:piglin_spawn_egg,minecraft:piglin_spawn_egg,identity,high
minecraft:pillager_spawn_egg,minecraft:pillager_spawn_egg,identity,high
minecraft:pink_banner,minecraft:pink_banner,identity,high
minecraft:pink_banner,minecraft:pink_wool,auto,medium
minecraft:pink_bed,minecraft:pink_bed,identity,high
minecraft:pink_bundle,minecraft:pink_bundle,identity,high
minecraft:pink_candle,minecraft:pink_candle,identity,high
minecraft:pink_carpet,minecraft:pink_carpet,identity,high
minecraft:pink_concrete,minecraft:pink_concrete,identity,high
minecraft:pink_concrete_powder,minecraft:pink_concrete_powder,identity,high
minecraft:pink_dye,minecraft:pink_dye,identity,high
minecraft:pink_glazed_terracotta,minecraft:pink_glazed_terracotta,identity,high
minecraft:pink_harness,minecraft:pink_harness,identity,high
minecraft:pink_petals,minecraft:pink_petals,identity,high
minecraft:pink_shulker_box,minecraft:pink_shulker_box,identity,high
minecraft:pink_stained_glass,minecraft:pink_stained_glass,identity,high
minecraft:pink_stained_glass_pane,minecraft:pink_stained_glass_pane,identity,high
minecraft:pink_terracotta,minecraft:pink_terracotta,identity,high
minecraft:pink_tulip,minecraft:pink_tulip,identity,high
minecraft:pink_wool,minecraft:pink_wool,identity,high
minecraft:piston,minecraft:piston,identity,high
minecraft:piston,minecraft:redstone,auto,medium
minecraft:pitcher_plant,minecraft:pitcher_plant,identity,high
minecraft:pitcher_pod,minecraft:pitcher_pod,identity,high
minecraft:player_head,minecraft:player_head,identity,high
minecraft:plenty_pottery_sherd,minecraft:plenty_pottery_sherd,identity,high
minecraft:podzol,minecraft:podzol,identity,high
minecraft:pointed_dripstone,minecraft:pointed_dripstone,identity,high
minecraft:poisonous_potato,minecraft:poisonous_potato,identity,high
minecraft:poisonous_potato,minecraft:potatoes,auto,medium
minecraft:polar_bear_spawn_egg,minecraft:polar_bear_spawn_egg,identity,high
minecraft:polished_andesite,minecraft:polished_andesite,identity,high
minecraft:polished_andesite_slab,minecraft:polished_andesite_slab,identity,high
minecraft:polished_andesite_stairs,minecraft:polished_andesite_stairs,identity,high
minecraft:polished_basalt,minecraft:polished_basalt,identity,high
minecraft:polished_blackstone,minecraft:polished_blackstone,identity,high
minecraft:polished_blackstone_brick_slab,minecraft:polished_blackstone_brick_slab,identity,high
minecraft:polished_blackstone_brick_stairs,minecraft:polished_blackstone_brick_stairs,identity,high
minecraft:polished_blackstone_brick_wall,minecraft:polished_blackstone_brick_wall,identity,high
minecraft:polished_blackstone_bricks,minecraft:polished_blackstone_bricks,identity,high
minecraft:polished_blackstone_button,minecraft:polished_blackstone_button,identity,high
minecraft:polished_blackstone_pressure_plate,minecraft:polished_blackstone_pressure_plate,identity,high
minecraft:polished_blackstone_slab,minecraft:polished_blackstone_slab,identity,high
minecraft:polished_blackstone_stairs,minecraft:polished_blackstone_stairs,identity,high
minecraft:polished_blackstone_wall,minecraft:polished_blackstone_wall,identity,high
minecraft:polished_deepslate,minecraft:polished_deepslate,identity,high
minecraft:polished_deepslate_slab,minecraft:polished_deepslate_slab,identity,high
minecraft:polished_deepslate_stairs,minecraft:polished_deepslate_stairs,identity,high
minecraft:polished_deepslate_wall,minecraft:polished_deepslate_wall,identity,high
minecraft:polished_diorite,minecraft:polished_diorite,identity,high
minecraft:polished_diorite_slab,minecraft:polished_diorite_slab,identity,high
minecraft:polished_diorite_stairs,minecraft:polished_diorite_stairs,identity,high
minecraft:polished_granite,minecraft:polished_granite,identity,high
minecraft:polished_granite_slab,minecraft:polished_granite_slab,identity,high
minecraft:polished_granite_stairs,minecraft:polished_granite_stairs,identity,high
minecraft:polished_tuff,minecraft:polished_tuff,identity,high
minecraft:polished_tuff_slab,minecraft:polished_tuff_slab,identity,high
minecraft:polished_tuff_stairs,minecraft:polished_tuff_stairs,identity,high
minecraft:polished_tuff_wall,minecraft:polished_tuff_wall,identity,high
minecraft:popped_chorus_fruit,minecraft:popped_chorus_fruit,identity,high
minecraft:poppy,minecraft:poppy,identity,high
minecraft:porkchop,minecraft:porkchop,identity,high
minecraft:potato,minecraft:potato,identity,high
minecraft:potato,minecraft:potatoes,auto,medium
minecraft:potion,minecraft:potion,identity,high
minecraft:powder_snow_bucket,minecraft:powder_snow_bucket,identity,high
minecraft:powered_rail,minecraft:powered_rail,identity,high
minecraft:powered_rail,minecraft:redstone,auto,medium
minecraft:prismarine,minecraft:prismarine,identity,high
minecraft:prismarine_brick_slab,minecraft:prismarine_brick_slab,identity,high
minecraft:prismarine_brick_stairs,minecraft:prismarine_brick_stairs,identity,high
minecraft:prismarine_bricks,minecraft:prismarine_bricks,identity,high
minecraft:prismarine_crystals,minecraft:prismarine_crystals,identity,high
minecraft:prismarine_shard,minecraft:prismarine_shard,identity,high
minecraft:prismarine_slab,minecraft:prismarine_slab,identity,high
minecraft:prismarine_stairs,minecraft:prismarine_stairs,identity,high
minecraft:prismarine_wall,minecraft:prismarine_wall,identity,high
minecraft:prize_pottery_sherd,minecraft:prize_pottery_sherd,identity,high
minecraft:pufferfish,minecraft:pufferfish,identity,high
minecraft:pufferfish_bucket,minecraft:pufferfish_bucket,identity,high
minecraft:pufferfish_spawn_egg,minecraft:pufferfish_spawn_egg,identity,high
minecraft:pumpkin,minecraft:pumpkin,identity,high
minecraft:pumpkin_pie,minecraft:pumpkin_pie,identity,high
minecraft:pumpkin_seeds,minecraft:pumpkin_seeds,identity,high
minecraft:purple_banner,minecraft:purple_banner,identity,high
minecraft:purple_banner,minecraft:purple_wool,auto,medium
minecraft:purple_bed,minecraft:purple_bed,identity,high
minecraft:purple_bundle,minecraft:purple_bundle,identity,high
minecraft:purple_candle,minecraft:purple_candle,identity,high
minecraft:purple_carpet,minecraft:purple_carpet,identity,high
minecraft:purple_concrete,minecraft:purple_concrete,identity,high
minecraft:purple_concrete_powder,minecraft:purple_concrete_powder,identity,high
minecraft:purple_dye,minecraft:purple_dye,identity,high
minecraft:purple_glazed_terracotta,minecraft:purple_glazed_terracotta,identity,high
minecraft:purple_harness,minecraft:purple_harness,identity,high
minecraft:purple_shulker_box,minecraft:purple_shulker_box,identity,high
minecraft:purple_stained_glass,minecraft:purple_stained_glass,identity,high
minecraft:purple_stained_glass_pane,minecraft:purple_stained_glass_pane,identity,high
minecraft:purple_terracotta,minecraft:purple_terracotta,identity,high
minecraft:purple_wool,minecraft:purple_wool,identity,high
minecraft:purpur_block,minecraft:purpur_block,identity,high
minecraft:purpur_pillar,minecraft:purpur_pillar,identity,high
minecraft:purpur_slab,minecraft:purpur_slab,identity,high
minecraft:purpur_stairs,minecraft:purpur_stairs,identity,high
minecraft:quartz,minecraft:nether_quartz_ore,auto,medium
minecraft:quartz,minecraft:quartz,identity,high
minecraft:quartz_block,minecraft:quartz_block,identity,high
minecraft:quartz_bricks,minecraft:quartz_bricks,identity,high
minecraft:quartz_pillar,minecraft:quartz_pillar,identity,high
minecraft:quartz_slab,minecraft:quartz_slab,identity,high
minecraft:quartz_stairs,minecraft:quartz_stairs,identity,high
minecraft:rabbit,minecraft:rabbit,identity,high
minecraft:rabbit_foot,minecraft:rabbit_foot,identity,high
minecraft:rabbit_hide,minecraft:rabbit_hide,identity,high
minecraft:rabbit_spawn_egg,minecraft:rabbit_spawn_egg,identity,high
minecraft:rabbit_stew,minecraft:rabbit_stew,identity,high
minecraft:rail,minecraft:rail,identity,high
minecraft:raiser_armor_trim_smithing_template,minecraft:raiser_armor_trim_smithing_template,identity,high
minecraft:raiser_armor_trim_smithing_template,minecraft:terracotta,auto,medium
minecraft:ravager_spawn_egg,minecraft:ravager_spawn_egg,identity,high
minecraft:raw_copper,minecraft:copper_ore,auto,medium
minecraft:raw_copper,minecraft:deepslate_copper_ore,auto,medium
minecraft:raw_copper,minecraft:raw_copper,identity,high
minecraft:raw_copper_block,minecraft:raw_copper_block,identity,high
minecraft:raw_gold,minecraft:deepslate_gold_ore,auto,medium
minecraft:raw_gold,minecraft:gold_ore,auto,medium
minecraft:raw_gold,minecraft:raw_gold,identity,high
minecraft:raw_gold_block,minecraft:raw_gold_block,identity,high
minecraft:raw_iron,minecraft:deepslate_iron_ore,auto,medium
minecraft:raw_iron,minecraft:iron_ore,auto,medium
minecraft:raw_iron,minecraft:raw_iron,identity,high
minecraft:raw_iron_block,minecraft:raw_iron_block,identity,high
minecraft:recovery_compass,minecraft:recovery_compass,identity,high
minecraft:red_banner,minecraft:red_banner,identity,high
minecraft:red_banner,minecraft:red_wool,auto,medium
minecraft:red_bed,minecraft:red_bed,identity,high
minecraft:red_bundle,minecraft:red_bundle,identity,high
minecraft:red_candle,minecraft:red_candle,identity,high
minecraft:red_carpet,minecraft:red_carpet,identity,high
minecraft:red_concrete,minecraft:red_concrete,identity,high
minecraft:red_concrete_powder,minecraft:red_concrete_powder,identity,high
minecraft:red_dye,minecraft:red_dye,identity,high
minecraft:red_glazed_terracotta,minecraft:red_glazed_terracotta,identity,high
minecraft:red_harness,minecraft:red_harness,identity,high
minecraft:red_mushroom,minecraft:red_mushroom,identity,high
minecraft:red_mushroom_block,minecraft:red_mushroom_block,identity,high
minecraft:red_nether_brick_slab,minecraft:red_nether_brick_slab,identity,high
minecraft:red_nether_brick_stairs,minecraft:red_nether_brick_stairs,identity,high
minecraft:red_nether_brick_wall,minecraft:red_nether_brick_wall,identity,high
minecraft:red_nether_bricks,minecraft:red_nether_bricks,identity,high
minecraft:red_sand,minecraft:red_sand,identity,high
minecraft:red_sandstone,minecraft:red_sandstone,identity,high
minecraft:red_sandstone_slab,minecraft:red_sandstone_slab,identity,high
minecraft:red_sandstone_stairs,minecraft:red_sandstone_stairs,identity,high
minecraft:red_sandstone_wall,minecraft:red_sandstone_wall,identity,high
minecraft:red_shulker_box,minecraft:red_shulker_box,identity,high
minecraft:red_stained_glass,minecraft:red_stained_glass,identity,high
minecraft:red_stained_glass_pane,minecraft:red_stained_glass_pane,identity,high
minecraft:red_terracotta,minecraft:red_terracotta,identity,high
minecraft:red_tulip,minecraft:red_tulip,identity,high
minecraft:red_wool,minecraft:red_wool,identity,high
minecraft:redstone,minecraft:deepslate_redstone_ore,auto,medium
minecraft:redstone,minecraft:redstone,identity,high
minecraft:redstone,minecraft:redstone_ore,auto,medium
minecraft:redstone_block,minecraft:redstone_block,identity,high
minecraft:redstone_lamp,minecraft:redstone_lamp,identity,high
minecraft:redstone_ore,minecraft:redstone_ore,identity,high
minecraft:redstone_torch,minecraft:redstone,auto,medium
minecraft:redstone_torch,minecraft:redstone_torch,identity,high
minecraft:reinforced_deepslate,minecraft:reinforced_deepslate,identity,high
minecraft:repeater,minecraft:repeater,identity,high
minecraft:repeating_command_block,minecraft:repeating_command_block,identity,high
minecraft:resin_block,minecraft:resin_block,identity,high
