output_item_id,output_count,input_item_id,input_count,station,recipe_id,recipe_type
minecraft:mangrove_door,3,minecraft:mangrove_planks,6,CRAFTING_TABLE,mangrove_door,minecraft:crafting_shaped
minecraft:mangrove_fence,3,minecraft:mangrove_planks,4,CRAFTING_TABLE,mangrove_fence,minecraft:crafting_shaped
minecraft:mangrove_fence,3,minecraft:stick,2,CRAFTING_TABLE,mangrove_fence,minecraft:crafting_shaped
minecraft:mangrove_fence_gate,1,minecraft:mangrove_planks,2,CRAFTING_TABLE,mangrove_fence_gate,minecraft:crafting_shaped
minecraft:mangrove_fence_gate,1,minecraft:stick,4,CRAFTING_TABLE,mangrove_fence_gate,minecraft:crafting_shaped
minecraft:mangrove_hanging_sign,6,minecraft:iron_chain,2,CRAFTING_TABLE,mangrove_hanging_sign,minecraft:crafting_shaped
minecraft:mangrove_hanging_sign,6,minecraft:stripped_mangrove_log,6,CRAFTING_TABLE,mangrove_hanging_sign,minecraft:crafting_shaped
minecraft:mangrove_pressure_plate,1,minecraft:mangrove_planks,2,CRAFTING_TABLE,mangrove_pressure_plate,minecraft:crafting_shaped
minecraft:mangrove_shelf,6,minecraft:stripped_mangrove_log,6,CRAFTING_TABLE,mangrove_shelf,minecraft:crafting_shaped
minecraft:mangrove_sign,3,minecraft:mangrove_planks,6,CRAFTING_TABLE,mangrove_sign,minecraft:crafting_shaped
minecraft:mangrove_sign,3,minecraft:stick,1,CRAFTING_TABLE,mangrove_sign,minecraft:crafting_shaped
minecraft:mangrove_slab,6,minecraft:mangrove_planks,3,CRAFTING_TABLE,mangrove_slab,minecraft:crafting_shaped
minecraft:mangrove_stairs,4,minecraft:mangrove_planks,6,CRAFTING_TABLE,mangrove_stairs,minecraft:crafting_shaped
minecraft:mangrove_trapdoor,2,minecraft:mangrove_planks,6,CRAFTING_TABLE,mangrove_trapdoor,minecraft:crafting_shaped
minecraft:mangrove_wood,3,minecraft:mangrove_log,4,CRAFTING_TABLE,mangrove_wood,minecraft:crafting_shaped
minecraft:map,1,minecraft:compass,1,CRAFTING_TABLE,map,minecraft:crafting_shaped
minecraft:map,1,minecraft:paper,8,CRAFTING_TABLE,map,minecraft:crafting_shaped
minecraft:melon,1,minecraft:melon_slice,9,CRAFTING_TABLE,melon,minecraft:crafting_shapeless
minecraft:melon_seeds,1,minecraft:melon_slice,1,CRAFTING_TABLE,melon_seeds,minecraft:crafting_shapeless
minecraft:minecart,1,minecraft:iron_ingot,5,CRAFTING_TABLE,minecart,minecraft:crafting_shaped
minecraft:mojang_banner_pattern,1,minecraft:enchanted_golden_apple,1,CRAFTING_TABLE,mojang_banner_pattern,minecraft:crafting_shapeless
minecraft:mojang_banner_pattern,1,minecraft:paper,1,CRAFTING_TABLE,mojang_banner_pattern,minecraft:crafting_shapeless
minecraft:moss_carpet,3,minecraft:moss_block,2,CRAFTING_TABLE,moss_carpet,minecraft:crafting_shaped
minecraft:mossy_cobblestone,1,minecraft:cobblestone,1,CRAFTING_TABLE,mossy_cobblestone_from_moss_block,minecraft:crafting_shapeless
minecraft:mossy_cobblestone,1,minecraft:moss_block,1,CRAFTING_TABLE,mossy_cobblestone_from_moss_block,minecraft:crafting_shapeless
minecraft:mossy_cobblestone,1,minecraft:cobblestone,1,CRAFTING_TABLE,mossy_cobblestone_from_vine,minecraft:crafting_shapeless
minecraft:mossy_cobblestone,1,minecraft:vine,1,CRAFTING_TABLE,mossy_cobblestone_from_vine,minecraft:crafting_shapeless
minecraft:mossy_cobblestone_slab,6,minecraft:mossy_cobblestone,3,CRAFTING_TABLE,mossy_cobblestone_slab,minecraft:crafting_shaped
minecraft:mossy_cobblestone_slab,2,minecraft:mossy_cobblestone,1,STONECUTTER,mossy_cobblestone_slab_from_mossy_cobblestone_stonecutting,minecraft:stonecutting
minecraft:mossy_cobblestone_stairs,4,minecraft:mossy_cobblestone,6,CRAFTING_TABLE,mossy_cobblestone_stairs,minecraft:crafting_shaped
minecraft:mossy_cobblestone_stairs,1,minecraft:mossy_cobblestone,1,STONECUTTER,mossy_cobblestone_stairs_from_mossy_cobblestone_stonecutting,minecraft:stonecutting
minecraft:mossy_cobblestone_wall,6,minecraft:mossy_cobblestone,6,CRAFTING_TABLE,mossy_cobblestone_wall,minecraft:crafting_shaped
minecraft:mossy_cobblestone_wall,1,minecraft:mossy_cobblestone,1,STONECUTTER,mossy_cobblestone_wall_from_mossy_cobblestone_stonecutting,minecraft:stonecutting
minecraft:mossy_stone_brick_slab,6,minecraft:mossy_stone_bricks,3,CRAFTING_TABLE,mossy_stone_brick_slab,minecraft:crafting_shaped
minecraft:mossy_stone_brick_slab,2,minecraft:mossy_stone_bricks,1,STONECUTTER,mossy_stone_brick_slab_from_mossy_stone_brick_stonecutting,minecraft:stonecutting
minecraft:mossy_stone_brick_stairs,4,minecraft:mossy_stone_bricks,6,CRAFTING_TABLE,mossy_stone_brick_stairs,minecraft:crafting_shaped
minecraft:mossy_stone_brick_stairs,1,minecraft:mossy_stone_bricks,1,STONECUTTER,mossy_stone_brick_stairs_from_mossy_stone_brick_stonecutting,minecraft:stonecutting
minecraft:mossy_stone_brick_wall,6,minecraft:mossy_stone_bricks,6,CRAFTING_TABLE,mossy_stone_brick_wall,minecraft:crafting_shaped
minecraft:mossy_stone_brick_wall,1,minecraft:mossy_stone_bricks,1,STONECUTTER,mossy_stone_brick_wall_from_mossy_stone_brick_stonecutting,minecraft:stonecutting
minecraft:mossy_stone_bricks,1,minecraft:moss_block,1,CRAFTING_TABLE,mossy_stone_bricks_from_moss_block,minecraft:crafting_shapeless
minecraft:mossy_stone_bricks,1,minecraft:stone_bricks,1,CRAFTING_TABLE,mossy_stone_bricks_from_moss_block,minecraft:crafting_shapeless
minecraft:mossy_stone_bricks,1,minecraft:stone_bricks,1,CRAFTING_TABLE,mossy_stone_bricks_from_vine,minecraft:crafting_shapeless
minecraft:mossy_stone_bricks,1,minecraft:vine,1,CRAFTING_TABLE,mossy_stone_bricks_from_vine,minecraft:crafting_shapeless
minecraft:mud_brick_slab,6,minecraft:mud_bricks,3,CRAFTING_TABLE,mud_brick_slab,minecraft:crafting_shaped
minecraft:mud_brick_slab,2,minecraft:mud_bricks,1,STONECUTTER,mud_brick_slab_from_mud_bricks_stonecutting,minecraft:stonecutting
minecraft:mud_brick_stairs,4,minecraft:mud_bricks,6,CRAFTING_TABLE,mud_brick_stairs,minecraft:crafting_shaped
minecraft:mud_brick_stairs,1,minecraft:mud_bricks,1,STONECUTTER,mud_brick_stairs_from_mud_bricks_stonecutting,minecraft:stonecutting
minecraft:mud_brick_wall,6,minecraft:mud_bricks,6,CRAFTING_TABLE,mud_brick_wall,minecraft:crafting_shaped
minecraft:mud_brick_wall,1,minecraft:mud_bricks,1,STONECUTTER,mud_brick_wall_from_mud_bricks_stonecutting,minecraft:stonecutting
minecraft:mud_bricks,4,minecraft:packed_mud,4,CRAFTING_TABLE,mud_bricks,minecraft:crafting_shaped
minecraft:muddy_mangrove_roots,1,minecraft:mangrove_roots,1,CRAFTING_TABLE,muddy_mangrove_roots,minecraft:crafting_shapeless
minecraft:muddy_mangrove_roots,1,minecraft:mud,1,CRAFTING_TABLE,muddy_mangrove_roots,minecraft:crafting_shapeless
minecraft:mushroom_stew,1,minecraft:bowl,1,CRAFTING_TABLE,mushroom_stew,minecraft:crafting_shapeless
minecraft:mushroom_stew,1,minecraft:brown_mushroom,1,CRAFTING_TABLE,mushroom_stew,minecraft:crafting_shapeless
minecraft:mushroom_stew,1,minecraft:red_mushroom,1,CRAFTING_TABLE,mushroom_stew,minecraft:crafting_shapeless
minecraft:music_disc_5,1,minecraft:disc_fragment_5,9,CRAFTING_TABLE,music_disc_5,minecraft:crafting_shapeless
minecraft:nether_brick,1,minecraft:netherrack,1,FURNACE,nether_brick,minecraft:smelting
minecraft:nether_brick_fence,6,minecraft:nether_brick,2,CRAFTING_TABLE,nether_brick_fence,minecraft:crafting_shaped
minecraft:nether_brick_fence,6,minecraft:nether_bricks,4,CRAFTING_TABLE,nether_brick_fence,minecraft:crafting_shaped
minecraft:nether_brick_slab,6,minecraft:nether_bricks,3,CRAFTING_TABLE,nether_brick_slab,minecraft:crafting_shaped
minecraft:nether_brick_slab,2,minecraft:nether_bricks,1,STONECUTTER,nether_brick_slab_from_nether_bricks_stonecutting,minecraft:stonecutting
minecraft:nether_brick_stairs,4,minecraft:nether_bricks,6,CRAFTING_TABLE,nether_brick_stairs,minecraft:crafting_shaped
minecraft:nether_brick_stairs,1,minecraft:nether_bricks,1,STONECUTTER,nether_brick_stairs_from_nether_bricks_stonecutting,minecraft:stonecutting
minecraft:nether_brick_wall,6,minecraft:nether_bricks,6,CRAFTING_TABLE,nether_brick_wall,minecraft:crafting_shaped
minecraft:nether_brick_wall,1,minecraft:nether_bricks,1,STONECUTTER,nether_brick_wall_from_nether_bricks_stonecutting,minecraft:stonecutting
minecraft:nether_bricks,1,minecraft:nether_brick,4,CRAFTING_TABLE,nether_bricks,minecraft:crafting_shaped
minecraft:nether_wart_block,1,minecraft:nether_wart,9,CRAFTING_TABLE,nether_wart_block,minecraft:crafting_shapeless
minecraft:netherite_block,1,minecraft:netherite_ingot,9,CRAFTING_TABLE,netherite_block,minecraft:crafting_shaped
minecraft:netherite_ingot,1,minecraft:gold_ingot,4,CRAFTING_TABLE,netherite_ingot,minecraft:crafting_shapeless
minecraft:netherite_ingot,1,minecraft:netherite_scrap,4,CRAFTING_TABLE,netherite_ingot,minecraft:crafting_shapeless
minecraft:netherite_ingot,9,minecraft:netherite_block,1,CRAFTING_TABLE,netherite_ingot_from_netherite_block,minecraft:crafting_shapeless
minecraft:netherite_scrap,1,minecraft:ancient_debris,1,FURNACE,netherite_scrap,minecraft:smelting
minecraft:netherite_scrap,1,minecraft:ancient_debris,1,FURNACE,netherite_scrap_from_blasting,minecraft:blasting
minecraft:netherite_upgrade_smithing_template,2,minecraft:diamond,7,CRAFTING_TABLE,netherite_upgrade_smithing_template,minecraft:crafting_shaped
minecraft:netherite_upgrade_smithing_template,2,minecraft:netherite_upgrade_smithing_template,1,CRAFTING_TABLE,netherite_upgrade_smithing_template,minecraft:crafting_shaped
minecraft:netherite_upgrade_smithing_template,2,minecraft:netherrack,1,CRAFTING_TABLE,netherite_upgrade_smithing_template,minecraft:crafting_shaped
minecraft:note_block,1,minecraft:redstone,1,CRAFTING_TABLE,note_block,minecraft:crafting_shaped
minecraft:oak_boat,1,minecraft:oak_planks,5,CRAFTING_TABLE,oak_boat,minecraft:crafting_shaped
minecraft:oak_button,1,minecraft:oak_planks,1,CRAFTING_TABLE,oak_button,minecraft:crafting_shapeless
minecraft:oak_chest_boat,1,minecraft:chest,1,CRAFTING_TABLE,oak_chest_boat,minecraft:crafting_shapeless
minecraft:oak_chest_boat,1,minecraft:oak_boat,1,CRAFTING_TABLE,oak_chest_boat,minecraft:crafting_shapeless
minecraft:oak_door,3,minecraft:oak_planks,6,CRAFTING_TABLE,oak_door,minecraft:crafting_shaped
minecraft:oak_fence,3,minecraft:oak_planks,4,CRAFTING_TABLE,oak_fence,minecraft:crafting_shaped
minecraft:oak_fence,3,minecraft:stick,2,CRAFTING_TABLE,oak_fence,minecraft:crafting_shaped
minecraft:oak_fence_gate,1,minecraft:oak_planks,2,CRAFTING_TABLE,oak_fence_gate,minecraft:crafting_shaped
minecraft:oak_fence_gate,1,minecraft:stick,4,CRAFTING_TABLE,oak_fence_gate,minecraft:crafting_shaped
minecraft:oak_hanging_sign,6,minecraft:iron_chain,2,CRAFTING_TABLE,oak_hanging_sign,minecraft:crafting_shaped
minecraft:oak_hanging_sign,6,minecraft:stripped_oak_log,6,CRAFTING_TABLE,oak_hanging_sign,minecraft:crafting_shaped
minecraft:oak_pressure_plate,1,minecraft:oak_planks,2,CRAFTING_TABLE,oak_pressure_plate,minecraft:crafting_shaped
minecraft:oak_shelf,6,minecraft:stripped_oak_log,6,CRAFTING_TABLE,oak_shelf,minecraft:crafting_shaped
minecraft:oak_sign,3,minecraft:oak_planks,6,CRAFTING_TABLE,oak_sign,minecraft:crafting_shaped
minecraft:oak_sign,3,minecraft:stick,1,CRAFTING_TABLE,oak_sign,minecraft:crafting_shaped
minecraft:oak_slab,6,minecraft:oak_planks,3,CRAFTING_TABLE,oak_slab,minecraft:crafting_shaped
minecraft:oak_stairs,4,minecraft:oak_planks,6,CRAFTING_TABLE,oak_stairs,minecraft:crafting_shaped
minecraft:oak_trapdoor,2,minecraft:oak_planks,6,CRAFTING_TABLE,oak_trapdoor,minecraft:crafting_shaped
minecraft:oak_wood,3,minecraft:oak_log,4,CRAFTING_TABLE,oak_wood,minecraft:crafting_shaped
minecraft:observer,1,minecraft:cobblestone,6,CRAFTING_TABLE,observer,minecraft:crafting_shaped
minecraft:observer,1,minecraft:quartz,1,CRAFTING_TABLE,observer,minecraft:crafting_shaped
minecraft:observer,1,minecraft:redstone,2,CRAFTING_TABLE,observer,minecraft:crafting_shaped
minecraft:orange_banner,1,minecraft:orange_wool,6,CRAFTING_TABLE,orange_banner,minecraft:crafting_shaped
minecraft:orange_banner,1,minecraft:stick,1,CRAFTING_TABLE,orange_banner,minecraft:crafting_shaped
minecraft:orange_bed,1,minecraft:black_bed,1,CRAFTING_TABLE,dye_orange_bed,minecraft:crafting_shapeless
minecraft:orange_bed,1,minecraft:orange_dye,1,CRAFTING_TABLE,dye_orange_bed,minecraft:crafting_shapeless
minecraft:orange_bed,1,minecraft:orange_wool,3,CRAFTING_TABLE,orange_bed,minecraft:crafting_shaped
minecraft:orange_candle,1,minecraft:candle,1,CRAFTING_TABLE,orange_candle,minecraft:crafting_shapeless
minecraft:orange_candle,1,minecraft:orange_dye,1,CRAFTING_TABLE,orange_candle,minecraft:crafting_shapeless
minecraft:orange_carpet,1,minecraft:black_carpet,1,CRAFTING_TABLE,dye_orange_carpet,minecraft:crafting_shapeless
minecraft:orange_carpet,1,minecraft:orange_dye,1,CRAFTING_TABLE,dye_orange_carpet,minecraft:crafting_shapeless
minecraft:orange_carpet,3,minecraft:orange_wool,2,CRAFTING_TABLE,orange_carpet,minecraft:crafting_shaped
minecraft:orange_concrete_powder,8,minecraft:gravel,4,CRAFTING_TABLE,orange_concrete_powder,minecraft:crafting_shapeless
minecraft:orange_concrete_powder,8,minecraft:orange_dye,1,CRAFTING_TABLE,orange_concrete_powder,minecraft:crafting_shapeless
minecraft:orange_concrete_powder,8,minecraft:sand,4,CRAFTING_TABLE,orange_concrete_powder,minecraft:crafting_shapeless
minecraft:orange_dye,1,minecraft:open_eyeblossom,1,CRAFTING_TABLE,orange_dye_from_open_eyeblossom,minecraft:crafting_shapeless
minecraft:orange_dye,1,minecraft:orange_tulip,1,CRAFTING_TABLE,orange_dye_from_orange_tulip,minecraft:crafting_shapeless
minecraft:orange_dye,2,minecraft:red_dye,1,CRAFTING_TABLE,orange_dye_from_red_yellow,minecraft:crafting_shapeless
minecraft:orange_dye,2,minecraft:yellow_dye,1,CRAFTING_TABLE,orange_dye_from_red_yellow,minecraft:crafting_shapeless
minecraft:orange_dye,1,minecraft:torchflower,1,CRAFTING_TABLE,orange_dye_from_torchflower,minecraft:crafting_shapeless
minecraft:orange_glazed_terracotta,1,minecraft:orange_terracotta,1,FURNACE,orange_glazed_terracotta,minecraft:smelting
minecraft:orange_harness,1,minecraft:black_harness,1,CRAFTING_TABLE,dye_orange_harness,minecraft:crafting_shapeless
minecraft:orange_harness,1,minecraft:orange_dye,1,CRAFTING_TABLE,dye_orange_harness,minecraft:crafting_shapeless
minecraft:orange_harness,1,minecraft:glass,2,CRAFTING_TABLE,orange_harness,minecraft:crafting_shaped
minecraft:orange_harness,1,minecraft:leather,3,CRAFTING_TABLE,orange_harness,minecraft:crafting_shaped
minecraft:orange_harness,1,minecraft:orange_wool,1,CRAFTING_TABLE,orange_harness,minecraft:crafting_shaped
minecraft:orange_stained_glass,8,minecraft:glass,8,CRAFTING_TABLE,orange_stained_glass,minecraft:crafting_shaped
minecraft:orange_stained_glass,8,minecraft:orange_dye,1,CRAFTING_TABLE,orange_stained_glass,minecraft:crafting_shaped
minecraft:orange_stained_glass_pane,16,minecraft:orange_stained_glass,6,CRAFTING_TABLE,orange_stained_glass_pane,minecraft:crafting_shaped
minecraft:orange_stained_glass_pane,8,minecraft:glass_pane,8,CRAFTING_TABLE,orange_stained_glass_pane_from_glass_pane,minecraft:crafting_shaped
minecraft:orange_stained_glass_pane,8,minecraft:orange_dye,1,CRAFTING_TABLE,orange_stained_glass_pane_from_glass_pane,minecraft:crafting_shaped
minecraft:orange_terracotta,8,minecraft:orange_dye,1,CRAFTING_TABLE,orange_terracotta,minecraft:crafting_shaped
minecraft:orange_terracotta,8,minecraft:terracotta,8,CRAFTING_TABLE,orange_terracotta,minecraft:crafting_shaped
minecraft:orange_wool,1,minecraft:black_wool,1,CRAFTING_TABLE,dye_orange_wool,minecraft:crafting_shapeless
minecraft:orange_wool,1,minecraft:orange_dye,1,CRAFTING_TABLE,dye_orange_wool,minecraft:crafting_shapeless
minecraft:oxidized_chiseled_copper,1,minecraft:oxidized_cut_copper_slab,2,CRAFTING_TABLE,oxidized_chiseled_copper,minecraft:crafting_shaped
minecraft:oxidized_chiseled_copper,4,minecraft:oxidized_copper,1,STONECUTTER,oxidized_chiseled_copper_from_oxidized_copper_stonecutting,minecraft:stonecutting
minecraft:oxidized_chiseled_copper,1,minecraft:oxidized_cut_copper,1,STONECUTTER,oxidized_chiseled_copper_from_oxidized_cut_copper_stonecutting,minecraft:stonecutting
minecraft:oxidized_copper_bulb,4,minecraft:blaze_rod,1,CRAFTING_TABLE,oxidized_copper_bulb,minecraft:crafting_shaped
minecraft:oxidized_copper_bulb,4,minecraft:oxidized_copper,3,CRAFTING_TABLE,oxidized_copper_bulb,minecraft:crafting_shaped
minecraft:oxidized_copper_bulb,4,minecraft:redstone,1,CRAFTING_TABLE,oxidized_copper_bulb,minecraft:crafting_shaped
minecraft:oxidized_copper_grate,4,minecraft:oxidized_copper,4,CRAFTING_TABLE,oxidized_copper_grate,minecraft:crafting_shaped
minecraft:oxidized_copper_grate,4,minecraft:oxidized_copper,1,STONECUTTER,oxidized_copper_grate_from_oxidized_copper_stonecutting,minecraft:stonecutting
minecraft:oxidized_cut_copper,4,minecraft:oxidized_copper,4,CRAFTING_TABLE,oxidized_cut_copper,minecraft:crafting_shaped
minecraft:oxidized_cut_copper,4,minecraft:oxidized_copper,1,STONECUTTER,oxidized_cut_copper_from_oxidized_copper_stonecutting,minecraft:stonecutting
minecraft:oxidized_cut_copper_slab,6,minecraft:oxidized_cut_copper,3,CRAFTING_TABLE,oxidized_cut_copper_slab,minecraft:crafting_shaped
minecraft:oxidized_cut_copper_slab,8,minecraft:oxidized_copper,1,STONECUTTER,oxidized_cut_copper_slab_from_oxidized_copper_stonecutting,minecraft:stonecutting
minecraft:oxidized_cut_copper_slab,2,minecraft:oxidized_cut_copper,1,STONECUTTER,oxidized_cut_copper_slab_from_oxidized_cut_copper_stonecutting,minecraft:stonecutting
minecraft:oxidized_cut_copper_stairs,4,minecraft:oxidized_cut_copper,6,CRAFTING_TABLE,oxidized_cut_copper_stairs,minecraft:crafting_shaped
minecraft:oxidized_cut_copper_stairs,4,minecraft:oxidized_copper,1,STONECUTTER,oxidized_cut_copper_stairs_from_oxidized_copper_stonecutting,minecraft:stonecutting
minecraft:oxidized_cut_copper_stairs,1,minecraft:oxidized_cut_copper,1,STONECUTTER,oxidized_cut_copper_stairs_from_oxidized_cut_copper_stonecutting,minecraft:stonecutting
minecraft:packed_ice,1,minecraft:ice,9,CRAFTING_TABLE,packed_ice,minecraft:crafting_shapeless
minecraft:packed_mud,1,minecraft:mud,1,CRAFTING_TABLE,packed_mud,minecraft:crafting_shapeless
minecraft:packed_mud,1,minecraft:wheat,1,CRAFTING_TABLE,packed_mud,minecraft:crafting_shapeless
minecraft:painting,1,minecraft:stick,8,CRAFTING_TABLE,painting,minecraft:crafting_shaped
minecraft:pale_moss_carpet,3,minecraft:pale_moss_block,2,CRAFTING_TABLE,pale_moss_carpet,minecraft:crafting_shaped
minecraft:pale_oak_boat,1,minecraft:pale_oak_planks,5,CRAFTING_TABLE,pale_oak_boat,minecraft:crafting_shaped
minecraft:pale_oak_button,1,minecraft:pale_oak_planks,1,CRAFTING_TABLE,pale_oak_button,minecraft:crafting_shapeless
minecraft:pale_oak_chest_boat,1,minecraft:chest,1,CRAFTING_TABLE,pale_oak_chest_boat,minecraft:crafting_shapeless
minecraft:pale_oak_chest_boat,1,minecraft:pale_oak_boat,1,CRAFTING_TABLE,pale_oak_chest_boat,minecraft:crafting_shapeless
minecraft:pale_oak_door,3,minecraft:pale_oak_planks,6,CRAFTING_TABLE,pale_oak_door,minecraft:crafting_shaped
minecraft:pale_oak_fence,3,minecraft:pale_oak_planks,4,CRAFTING_TABLE,pale_oak_fence,minecraft:crafting_shaped
minecraft:pale_oak_fence,3,minecraft:stick,2,CRAFTING_TABLE,pale_oak_fence,minecraft:crafting_shaped
minecraft:pale_oak_fence_gate,1,minecraft:pale_oak_planks,2,CRAFTING_TABLE,pale_oak_fence_gate,minecraft:crafting_shaped
minecraft:pale_oak_fence_gate,1,minecraft:stick,4,CRAFTING_TABLE,pale_oak_fence_gate,minecraft:crafting_shaped
minecraft:pale_oak_hanging_sign,6,minecraft:iron_chain,2,CRAFTING_TABLE,pale_oak_hanging_sign,minecraft:crafting_shaped
minecraft:pale_oak_hanging_sign,6,minecraft:stripped_pale_oak_log,6,CRAFTING_TABLE,pale_oak_hanging_sign,minecraft:crafting_shaped
minecraft:pale_oak_pressure_plate,1,minecraft:pale_oak_planks,2,CRAFTING_TABLE,pale_oak_pressure_plate,minecraft:crafting_shaped
minecraft:pale_oak_shelf,6,minecraft:stripped_pale_oak_log,6,CRAFTING_TABLE,pale_oak_shelf,minecraft:crafting_shaped
minecraft:pale_oak_sign,3,minecraft:pale_oak_planks,6,CRAFTING_TABLE,pale_oak_sign,minecraft:crafting_shaped
minecraft:pale_oak_sign,3,minecraft:stick,1,CRAFTING_TABLE,pale_oak_sign,minecraft:crafting_shaped
minecraft:pale_oak_slab,6,minecraft:pale_oak_planks,3,CRAFTING_TABLE,pale_oak_slab,minecraft:crafting_shaped
minecraft:pale_oak_stairs,4,minecraft:pale_oak_planks,6,CRAFTING_TABLE,pale_oak_stairs,minecraft:crafting_shaped
minecraft:pale_oak_trapdoor,2,minecraft:pale_oak_planks,6,CRAFTING_TABLE,pale_oak_trapdoor,minecraft:crafting_shaped
minecraft:pale_oak_wood,3,minecraft:pale_oak_log,4,CRAFTING_TABLE,pale_oak_wood,minecraft:crafting_shaped
minecraft:paper,3,minecraft:sugar_cane,3,CRAFTING_TABLE,paper,minecraft:crafting_shaped
minecraft:pink_banner,1,minecraft:pink_wool,6,CRAFTING_TABLE,pink_banner,minecraft:crafting_shaped
minecraft:pink_banner,1,minecraft:stick,1,CRAFTING_TABLE,pink_banner,minecraft:crafting_shaped
minecraft:pink_bed,1,minecraft:black_bed,1,CRAFTING_TABLE,dye_pink_bed,minecraft:crafting_shapeless
minecraft:pink_bed,1,minecraft:pink_dye,1,CRAFTING_TABLE,dye_pink_bed,minecraft:crafting_shapeless
minecraft:pink_bed,1,minecraft:pink_wool,3,CRAFTING_TABLE,pink_bed,minecraft:crafting_shaped
minecraft:pink_candle,1,minecraft:candle,1,CRAFTING_TABLE,pink_candle,minecraft:crafting_shapeless
minecraft:pink_candle,1,minecraft:pink_dye,1,CRAFTING_TABLE,pink_candle,minecraft:crafting_shapeless
minecraft:pink_carpet,1,minecraft:black_carpet,1,CRAFTING_TABLE,dye_pink_carpet,minecraft:crafting_shapeless
minecraft:pink_carpet,1,minecraft:pink_dye,1,CRAFTING_TABLE,dye_pink_carpet,minecraft:crafting_shapeless
minecraft:pink_carpet,3,minecraft:pink_wool,2,CRAFTING_TABLE,pink_carpet,minecraft:crafting_shaped
minecraft:pink_concrete_powder,8,minecraft:gravel,4,CRAFTING_TABLE,pink_concrete_powder,minecraft:crafting_shapeless
minecraft:pink_concrete_powder,8,minecraft:pink_dye,1,CRAFTING_TABLE,pink_concrete_powder,minecraft:crafting_shapeless
minecraft:pink_concrete_powder,8,minecraft:sand,4,CRAFTING_TABLE,pink_concrete_powder,minecraft:crafting_shapeless
minecraft:pink_dye,1,minecraft:cactus_flower,1,CRAFTING_TABLE,pink_dye_from_cactus_flower,minecraft:crafting_shapeless
minecraft:pink_dye,2,minecraft:peony,1,CRAFTING_TABLE,pink_dye_from_peony,minecraft:crafting_shapeless
minecraft:pink_dye,1,minecraft:pink_petals,1,CRAFTING_TABLE,pink_dye_from_pink_petals,minecraft:crafting_shapeless
minecraft:pink_dye,1,minecraft:pink_tulip,1,CRAFTING_TABLE,pink_dye_from_pink_tulip,minecraft:crafting_shapeless
minecraft:pink_dye,2,minecraft:red_dye,1,CRAFTING_TABLE,pink_dye_from_red_white_dye,minecraft:crafting_shapeless
minecraft:pink_dye,2,minecraft:white_dye,1,CRAFTING_TABLE,pink_dye_from_red_white_dye,minecraft:crafting_shapeless
minecraft:pink_glazed_terracotta,1,minecraft:pink_terracotta,1,FURNACE,pink_glazed_terracotta,minecraft:smelting
minecraft:pink_harness,1,minecraft:black_harness,1,CRAFTING_TABLE,dye_pink_harness,minecraft:crafting_shapeless
minecraft:pink_harness,1,minecraft:pink_dye,1,CRAFTING_TABLE,dye_pink_harness,minecraft:crafting_shapeless
minecraft:pink_harness,1,minecraft:glass,2,CRAFTING_TABLE,pink_harness,minecraft:crafting_shaped
minecraft:pink_harness,1,minecraft:leather,3,CRAFTING_TABLE,pink_harness,minecraft:crafting_shaped
minecraft:pink_harness,1,minecraft:pink_wool,1,CRAFTING_TABLE,pink_harness,minecraft:crafting_shaped
minecraft:pink_stained_glass,8,minecraft:glass,8,CRAFTING_TABLE,pink_stained_glass,minecraft:crafting_shaped
minecraft:pink_stained_glass,8,minecraft:pink_dye,1,CRAFTING_TABLE,pink_stained_glass,minecraft:crafting_shaped
minecraft:pink_stained_glass_pane,16,minecraft:pink_stained_glass,6,CRAFTING_TABLE,pink_stained_glass_pane,minecraft:crafting_shaped
minecraft:pink_stained_glass_pane,8,minecraft:glass_pane,8,CRAFTING_TABLE,pink_stained_glass_pane_from_glass_pane,minecraft:crafting_shaped
minecraft:pink_stained_glass_pane,8,minecraft:pink_dye,1,CRAFTING_TABLE,pink_stained_glass_pane_from_glass_pane,minecraft:crafting_shaped
minecraft:pink_terracotta,8,minecraft:pink_dye,1,CRAFTING_TABLE,pink_terracotta,minecraft:crafting_shaped
minecraft:pink_terracotta,8,minecraft:terracotta,8,CRAFTING_TABLE,pink_terracotta,minecraft:crafting_shaped
minecraft:pink_wool,1,minecraft:black_wool,1,CRAFTING_TABLE,dye_pink_wool,minecraft:crafting_shapeless
minecraft:pink_wool,1,minecraft:pink_dye,1,CRAFTING_TABLE,dye_pink_wool,minecraft:crafting_shapeless
minecraft:piston,1,minecraft:cobblestone,4,CRAFTING_TABLE,piston,minecraft:crafting_shaped
minecraft:piston,1,minecraft:iron_ingot,1,CRAFTING_TABLE,piston,minecraft:crafting_shaped
minecraft:piston,1,minecraft:redstone,1,CRAFTING_TABLE,piston,minecraft:crafting_shaped
minecraft:polished_andesite,4,minecraft:andesite,4,CRAFTING_TABLE,polished_andesite,minecraft:crafting_shaped
minecraft:polished_andesite,1,minecraft:andesite,1,STONECUTTER,polished_andesite_from_andesite_stonecutting,minecraft:stonecutting
minecraft:polished_andesite_slab,6,minecraft:polished_andesite,3,CRAFTING_TABLE,polished_andesite_slab,minecraft:crafting_shaped
minecraft:polished_andesite_slab,2,minecraft:andesite,1,STONECUTTER,polished_andesite_slab_from_andesite_stonecutting,minecraft:stonecutting
